Chromosome	Start	End	Strand	gene	locus_tag
chrXIV	438567	439283	-	OCA1	YNL099C
chrXIV	439602	440570	-	RAS2	YNL098C
chrXIV	440797	440919	-	YNL097C-B	YNL097C-B
chrXIV	441366	442358	-	PHO23	YNL097C
chrXIV	443006	443119	+	YNCN0007W	YNCN0007W
chrXIV	443398	444315	-	RPS7B	YNL096C
chrXIV	444912	446840	-	YNL095C	YNL095C
chrXIV	447611	449374	+	APP1	YNL094W
chrXIV	449868	450530	+	YPT53	YNL093W
chrXIV	450871	452073	+	YNL092W	YNL092W
chrXIV	452408	456130	+	NST1	YNL091W
chrXIV	456565	457143	+	RHO2	YNL090W
chrXIV	457704	461990	+	TOP2	YNL088W
chrXIV	462411	465947	+	TCB2	YNL087W
chrXIV	466334	466642	+	SNN1	YNL086W
chrXIV	467131	469623	+	MKT1	YNL085W
chrXIV	470053	471102	-	END3	YNL084C
chrXIV	471377	472861	+	SAL1	YNL083W
chrXIV	473391	476012	+	PMS1	YNL082W
chrXIV	476188	476619	-	SWS2	YNL081C
chrXIV	476932	478032	-	EOS1	YNL080C
chrXIV	478566	479165	-	TPM1	YNL079C
chrXIV	479768	480991	+	NIS1	YNL078W
chrXIV	481391	482977	+	APJ1	YNL077W
chrXIV	483556	485310	+	MKS1	YNL076W
chrXIV	485607	486479	+	IMP4	YNL075W
chrXIV	486766	488124	-	MLF3	YNL074C
chrXIV	488386	490116	+	MSK1	YNL073W
chrXIV	490317	491240	+	RNH201	YNL072W
chrXIV	491523	492971	+	LAT1	YNL071W
chrXIV	493366	493548	+	TOM7	YNL070W
chrXIV	493956	495001	-	RPL16B	YNL069C
chrXIV	495701	498289	-	FKH2	YNL068C
chrXIV	499417	499557	+	YNL067W-B	YNL067W-B
chrXIV	499681	500256	+	RPL9B	YNL067W
chrXIV	501515	502777	+	SUN4	YNL066W
chrXIV	503724	505484	+	AQR1	YNL065W
chrXIV	505868	507097	-	YDJ1	YNL064C
chrXIV	507758	508702	+	MTQ1	YNL063W
chrXIV	508776	510212	-	GCD10	YNL062C
chrXIV	510540	512396	+	NOP2	YNL061W
chrXIV	512668	514935	-	ARP5	YNL059C
chrXIV	515763	516713	-	YNL058C	YNL058C
chrXIV	517249	517842	+	OCA2	YNL056W
chrXIV	517994	518845	-	POR1	YNL055C
chrXIV	519099	519169	-	YNCN0008C	YNCN0008C
chrXIV	519456	524706	+	YNL054W-B	YNL054W-B
chrXIV	519456	520778	+	YNL054W-A	YNL054W-A
chrXIV	526086	529583	+	VAC7	YNL054W
chrXIV	529942	531411	+	MSG5	YNL053W
chrXIV	531725	532186	+	COX5A	YNL052W
chrXIV	532659	533870	+	COG5	YNL051W
chrXIV	534079	534982	-	YNL050C	YNL050C
chrXIV	535281	537911	-	SFB2	YNL049C
chrXIV	538173	539819	+	ALG11	YNL048W
chrXIV	539911	541881	-	SLM2	YNL047C
chrXIV	542304	542822	+	YNL046W	YNL046W
chrXIV	542963	544978	+	LAP2	YNL045W
chrXIV	545268	545877	+	YIP3	YNL044W
chrXIV	547094	547196	+	YNCN0009W	YNCN0009W
chrXIV	547113	547370	+	YNL042W-B	YNL042W-B
chrXIV	548100	549290	+	BOP3	YNL042W
chrXIV	549468	551987	-	COG6	YNL041C
chrXIV	553380	554750	+	YNL040W	YNL040W
chrXIV	555048	556832	+	BDP1	YNL039W
chrXIV	557020	557783	+	GPI15	YNL038W
chrXIV	557920	559002	-	IDH1	YNL037C
chrXIV	559814	560479	+	NCE103	YNL036W
chrXIV	560693	560765	-	YNCN0010C	YNCN0010C
chrXIV	568115	568217	+	YNCN0011W	YNCN0011W
chrXIV	568522	569691	-	YNL035C	YNL035C
chrXIV	569867	569940	-	YNCN0012C	YNCN0012C
chrXIV	570477	572315	+	YNL034W	YNL034W
chrXIV	572999	573853	+	YNL033W	YNL033W
chrXIV	574506	575351	+	SIW14	YNL032W
chrXIV	575640	576050	-	HHT2	YNL031C
chrXIV	576727	577038	+	HHF2	YNL030W
chrXIV	577205	578773	-	KTR5	YNL029C
chrXIV	579580	581616	+	CRZ1	YNL027W
chrXIV	581920	583374	+	SAM50	YNL026W
chrXIV	584320	585291	-	SSN8	YNL025C
chrXIV	585587	585926	+	NME1	YNCN0013W
chrXIV	586090	586175	+	SNR66	YNCN0014W
chrXIV	586602	586820	-	KSH1	YNL024C-A
chrXIV	587107	587847	-	EFM6	YNL024C
chrXIV	588263	591160	-	FAP1	YNL023C
chrXIV	591427	592899	-	RCM1	YNL022C
chrXIV	593227	595347	+	HDA1	YNL021W
chrXIV	595623	597539	-	ARK1	YNL020C
chrXIV	598376	599230	-	YNL019C	YNL019C
chrXIV	599936	601774	-	YNL018C	YNL018C
chrXIV	602312	602385	+	YNCN0015W	YNCN0015W
chrXIV	602907	604268	+	PUB1	YNL016W
chrXIV	605384	605611	+	PBI2	YNL015W
chrXIV	606319	609453	+	HEF3	YNL014W
chrXIV	609686	611665	+	SPO1	YNL012W
chrXIV	611836	613170	-	YNL011C	YNL011C
chrXIV	613635	614360	+	PYP1	YNL010W
chrXIV	614821	616083	+	IDP3	YNL009W
chrXIV	616211	618241	-	ASI3	YNL008C
chrXIV	618507	619565	-	SIS1	YNL007C
chrXIV	620067	620978	+	LST8	YNL006W
chrXIV	621313	622428	-	MRP7	YNL005C
chrXIV	622915	624621	+	HRB1	YNL004W
chrXIV	624975	625829	-	PET8	YNL003C
chrXIV	626174	627142	-	RLP7	YNL002C
chrXIV	627456	628616	+	DOM34	YNL001W
chrXIV	629622	631061	-	CIT1	YNR001C
chrXIV	631846	631917	-	SUF10	YNCN0016C
chrXIV	632599	632672	+	YNCN0017W	YNCN0017W
chrXIV	633008	633856	-	ATO2	YNR002C
chrXIV	634344	635297	-	RPC34	YNR003C
chrXIV	635943	636383	+	SWM2	YNR004W
chrXIV	636986	638854	+	VPS27	YNR006W
chrXIV	639182	640114	-	ATG3	YNR007C
chrXIV	640396	642381	+	LRO1	YNR008W
chrXIV	642690	643439	+	NRM1	YNR009W
chrXIV	643744	644193	+	CSE2	YNR010W
chrXIV	644320	646950	-	PRP2	YNR011C
chrXIV	647432	648937	+	URK1	YNR012W
chrXIV	649028	651712	-	PHO91	YNR013C
chrXIV	652465	653103	+	YNR014W	YNR014W
chrXIV	653387	654541	+	SMM1	YNR015W
chrXIV	654673	661374	-	ACC1	YNR016C
chrXIV	662913	663581	+	TIM23	YNR017W
chrXIV	664270	664944	+	RCF2	YNR018W
chrXIV	665339	667267	+	ARE2	YNR019W
chrXIV	667410	668222	-	ATP23	YNR020C
chrXIV	668377	669591	+	YNR021W	YNR021W
chrXIV	669774	670193	-	MRPL50	YNR022C
chrXIV	670418	672118	+	SNF12	YNR023W
chrXIV	672409	672969	+	MPP6	YNR024W
chrXIV	673274	674689	-	SEC12	YNR026C
chrXIV	674923	675876	+	BUD17	YNR027W
chrXIV	676177	677103	+	CPR8	YNR028W
chrXIV	677199	678488	-	YNR029C	YNR029C
chrXIV	678799	680454	+	ALG12	YNR030W
chrXIV	680694	685433	-	SSK2	YNR031C
chrXIV	686010	687116	+	PPG1	YNR032W
chrXIV	687243	687464	-	HUB1	YNR032C-A
chrXIV	687635	689998	+	ABZ1	YNR033W
chrXIV	690321	691286	+	SOL1	YNR034W
chrXIV	692561	692857	+	EGO4	YNR034W-A
chrXIV	693019	694047	-	ARC35	YNR035C
chrXIV	694361	694822	-	MRPS12	YNR036C
chrXIV	695052	695327	-	RSM19	YNR037C
chrXIV	695595	697484	+	DBP6	YNR038W
chrXIV	697614	699431	-	ZRG17	YNR039C
chrXIV	699690	700460	+	MRX15	YNR040W
chrXIV	700541	701659	-	COQ2	YNR041C
chrXIV	701895	703085	+	MVD1	YNR043W
chrXIV	703699	705876	+	AGA1	YNR044W
chrXIV	706139	707608	+	PET494	YNR045W
chrXIV	707788	708195	+	TRM112	YNR046W
chrXIV	708523	711204	+	FPK1	YNR047W
chrXIV	711630	712811	+	YNR048W	YNR048W
chrXIV	713023	713655	-	MSO1	YNR049C
chrXIV	714048	715388	-	LYS9	YNR050C
chrXIV	716120	716284	+	SNR49	YNCN0018W
chrXIV	716780	718327	-	BRE5	YNR051C
chrXIV	719346	720647	-	POP2	YNR052C
chrXIV	721120	723112	-	NOG2	YNR053C
chrXIV	721938	722211	-	SNR191	YNCN0019C
chrXIV	723356	724306	-	ESF2	YNR054C
chrXIV	726134	726217	-	YNCN0020C	YNCN0020C
chrXIV	728426	730186	-	HOL1	YNR055C
chrXIV	731618	733303	-	BIO5	YNR056C
chrXIV	733356	734069	-	BIO4	YNR057C
chrXIV	734291	735733	+	BIO3	YNR058W
chrXIV	736803	738545	+	MNT4	YNR059W
chrXIV	739951	742110	+	FRE4	YNR060W
chrXIV	742881	743540	-	YNR061C	YNR061C
chrXIV	744360	745343	-	PUL3	YNR062C
chrXIV	746943	748766	+	PUL4	YNR063W
chrXIV	749136	750008	-	YNR064C	YNR064C
chrXIV	750350	753700	-	YNR065C	YNR065C
chrXIV	753725	755035	-	YNR066C	YNR066C
chrXIV	755746	759099	-	DSE4	YNR067C
chrXIV	760067	760885	-	YNR068C	YNR068C
chrXIV	761123	762592	-	BSC5	YNR069C
chrXIV	765375	769376	+	PDR18	YNR070W
chrXIV	770440	771468	-	YNR071C	YNR071C
chrXIV	772657	774351	+	HXT17	YNR072W
chrXIV	774792	776300	-	MAN2	YNR073C
chrXIV	777602	778738	-	AIF1	YNR074C
chrXIV	779916	781040	+	COS10	YNR075W
chrXIV	781511	781603	-	YNR075C-A	YNR075C-A
chrXIV	781918	782280	+	PAU6	YNR076W
chrXIV	783287	783541	-	YNR077C	YNR077C
chrXV	585	740	+	YOL166W-A	YOL166W-A
chrXV	1647	2078	-	AAD15	YOL165C
chrXV	4130	4312	+	YOL164W-A	YOL164W-A
chrXV	6175	8115	+	BDS1	YOL164W
chrXV	9597	10106	+	YOL163W	YOL163W
chrXV	10119	10766	+	YOL162W	YOL162W
chrXV	11549	11911	-	PAU20	YOL161C
chrXV	14313	14654	+	YOL160W	YOL160W
chrXV	15233	15505	-	YOL159C-A	YOL159C-A
chrXV	17281	17796	-	CSS3	YOL159C
chrXV	19491	21311	-	ENB1	YOL158C
chrXV	22525	24294	-	IMA2	YOL157C
chrXV	25273	26976	+	HXT11	YOL156W
chrXV	27084	27218	+	YOL155W-A	YOL155W-A
chrXV	28703	31606	-	HPF1	YOL155C
chrXV	34658	35407	+	ZPS1	YOL154W
chrXV	36822	38567	-	YOL153C	YOL153C
chrXV	40748	42610	+	FRE7	YOL152W
chrXV	43694	44722	+	GRE2	YOL151W
chrXV	44938	45633	+	DCP1	YOL149W
chrXV	45760	47574	-	SPT20	YOL148C
chrXV	47933	48643	-	PEX11	YOL147C
chrXV	48864	49448	+	PSF3	YOL146W
chrXV	49555	52788	-	CTR9	YOL145C
chrXV	53098	54552	+	NOP8	YOL144W
chrXV	54595	55104	-	RIB4	YOL143C
chrXV	55558	56280	+	RRP40	YOL142W
chrXV	56452	58539	+	PPM2	YOL141W
chrXV	58759	60030	+	ARG8	YOL140W
chrXV	60383	61024	-	CDC33	YOL139C
chrXV	61325	65350	-	RTC1	YOL138C
chrXV	65621	67114	+	BSC6	YOL137W
chrXV	67561	68754	-	PFK27	YOL136C
chrXV	69376	70044	-	MED7	YOL135C
chrXV	70325	70690	+	HRT1	YOL133W
chrXV	71300	72715	+	GAS4	YOL132W
chrXV	73031	73357	+	YOL131W	YOL131W
chrXV	74400	76979	+	ALR1	YOL130W
chrXV	77560	78114	+	VPS68	YOL129W
chrXV	78352	79479	-	YGK3	YOL128C
chrXV	80348	81190	+	RPL25	YOL127W
chrXV	81787	82920	-	MDH2	YOL126C
chrXV	83834	85264	+	TRM13	YOL125W
chrXV	85456	86757	-	TRM11	YOL124C
chrXV	87844	89448	+	HRP1	YOL123W
chrXV	89692	91419	-	SMF1	YOL122C
chrXV	92026	92850	-	RPS19A	YOL121C
chrXV	93395	94402	-	RPL18A	YOL120C
chrXV	94856	96361	-	MCH4	YOL119C
chrXV	96608	96916	-	YOL118C	YOL118C
chrXV	97551	99488	+	RRI2	YOL117W
chrXV	99809	100957	+	MSN1	YOL116W
chrXV	101475	103229	+	PAP2	YOL115W
chrXV	103317	103925	-	PTH4	YOL114C
chrXV	104326	106293	+	SKM1	YOL113W
chrXV	106710	108188	+	MSB4	YOL112W
chrXV	108258	108896	-	MDY2	YOL111C
chrXV	109176	109889	+	SHR5	YOL110W
chrXV	110297	110638	+	ZEO1	YOL109W
chrXV	110962	111033	-	SUF1	YNCO0001C
chrXV	111431	111886	-	INO4	YOL108C
chrXV	112102	113130	+	YOL107W	YOL107W
chrXV	113802	113874	+	YNCO0002W	YNCO0002W
chrXV	114138	115808	-	WSC3	YOL105C
chrXV	116396	117454	-	NDJ1	YOL104C
chrXV	118000	123268	+	YOL103W-B	YOL103W-B
chrXV	118000	119322	+	YOL103W-A	YOL103W-A
chrXV	124001	125830	+	ITR2	YOL103W
chrXV	125997	126689	-	TPT1	YOL102C
chrXV	126982	127920	-	IZH4	YOL101C
chrXV	129237	132482	+	PKH2	YOL100W
chrXV	132725	135838	-	SDD3	YOL098C
chrXV	136088	136183	-	SNR58	YNCO0003C
chrXV	136220	136405	+	YOL097W-A	YOL097W-A
chrXV	136527	137825	-	WRS1	YOL097C
chrXV	138107	139045	-	COQ3	YOL096C
chrXV	139227	141347	-	HMI1	YOL095C
chrXV	141584	142555	-	RFC4	YOL094C
chrXV	142815	143696	+	TRM10	YOL093W
chrXV	144204	145130	+	YPQ1	YOL092W
chrXV	145334	147163	+	SPO21	YOL091W
chrXV	147382	150276	+	MSH2	YOL090W
chrXV	150398	153490	-	HAL9	YOL089C
chrXV	153912	154745	-	MPD2	YOL088C
chrXV	155287	158637	-	DUF1	YOL087C
chrXV	159173	159445	+	MHF1	YOL086W-A
chrXV	159548	160594	-	ADH1	YOL086C
chrXV	161673	162014	-	YOL085C	YOL085C
chrXV	162356	165331	+	PHM7	YOL084W
chrXV	165714	166952	+	ATG34	YOL083W
chrXV	168727	169974	+	ATG19	YOL082W
chrXV	171070	180309	+	IRA2	YOL081W
chrXV	180558	181427	-	REX4	YOL080C
chrXV	181682	185212	+	AVO1	YOL078W
chrXV	185438	185644	+	ATP19	YOL077W-A
chrXV	185848	186723	-	BRX1	YOL077C
chrXV	187024	189414	+	MDM20	YOL076W
chrXV	189658	193542	-	YOL075C	YOL075C
chrXV	193832	194800	-	DSC2	YOL073C
chrXV	194970	196337	+	THP1	YOL072W
chrXV	196507	196995	+	SDH5	YOL071W
chrXV	197220	198725	-	NBA1	YOL070C
chrXV	198942	200297	+	NUF2	YOL069W
chrXV	200368	201879	-	HST1	YOL068C
chrXV	201985	202518	-	RTG1	YOL067C
chrXV	202696	204471	-	RIB2	YOL066C
chrXV	204731	205885	-	INP54	YOL065C
chrXV	206103	207176	-	MET22	YOL064C
chrXV	207392	210265	-	CRT10	YOL063C
chrXV	210520	211995	-	APM4	YOL062C
chrXV	212244	213734	+	PRS5	YOL061W
chrXV	214017	216137	-	MAM3	YOL060C
chrXV	217126	218448	+	GPD2	YOL059W
chrXV	219211	220473	+	ARG1	YOL058W
chrXV	220767	222902	+	YOL057W	YOL057W
chrXV	223268	224179	+	GPM3	YOL056W
chrXV	224420	226075	-	THI20	YOL055C
chrXV	226611	226681	-	YNCO0004C	YNCO0004C
chrXV	228331	228404	+	YNCO0005W	YNCO0005W
chrXV	228614	229834	+	PSH1	YOL054W
chrXV	230085	231272	+	AIM39	YOL053W
chrXV	231570	231755	-	DDR2	YOL052C-A
chrXV	232446	233636	-	SPE2	YOL052C
chrXV	234346	234546	+	SNR81	YNCO0006W
chrXV	234940	238185	+	GAL11	YOL051W
chrXV	238619	240094	+	GSH2	YOL049W
chrXV	240204	241310	-	RRT8	YOL048C
chrXV	241614	242747	-	LDS2	YOL047C
chrXV	243497	246802	+	PSK2	YOL045W
chrXV	247150	248301	+	PEX15	YOL044W
chrXV	248392	249534	-	NTG2	YOL043C
chrXV	249825	250916	+	NGL1	YOL042W
chrXV	251267	252646	-	NOP12	YOL041C
chrXV	253149	253577	-	RPS15	YOL040C
chrXV	254297	254617	+	RPP2A	YOL039W
chrXV	254926	255021	-	YOL038C-A	YOL038C-A
chrXV	255337	256101	+	PRE6	YOL038W
chrXV	256745	259030	+	YOL036W	YOL036W
chrXV	259489	259578	+	SNR50	YNCO0007W
chrXV	259923	263204	+	SMC5	YOL034W
chrXV	263475	265085	+	MSE1	YOL033W
chrXV	265429	266169	+	OPI10	YOL032W
chrXV	266264	267529	-	SIL1	YOL031C
chrXV	268187	269641	+	GAS5	YOL030W
chrXV	269815	270420	-	YOL029C	YOL029C
chrXV	270633	271370	-	YAP7	YOL028C
chrXV	272003	273724	-	MDM38	YOL027C
chrXV	274012	274353	-	MIM1	YOL026C
chrXV	274673	274773	+	YNCO0008W	YNCO0008W
chrXV	274957	276939	+	LAG2	YOL025W
chrXV	277086	277604	+	YOL024W	YOL024W
chrXV	278056	280086	+	IFM1	YOL023W
chrXV	280272	281498	-	TSR4	YOL022C
chrXV	282164	282234	+	SUF17	YNCO0009W
chrXV	282421	285426	-	DIS3	YOL021C
chrXV	286172	287950	+	TAT2	YOL020W
chrXV	288192	288280	+	SUP3	YNCO0010W
chrXV	288420	288572	+	YOL019W-A	YOL019W-A
chrXV	288898	290553	+	TOS7	YOL019W
chrXV	290881	292074	-	TLG2	YOL018C
chrXV	292529	294673	+	ESC8	YOL017W
chrXV	294777	296120	-	CMK2	YOL016C
chrXV	297078	298838	+	IRC10	YOL015W
chrXV	299693	300067	+	YOL014W	YOL014W
chrXV	301047	301238	+	YOL013W-A	YOL013W-A
chrXV	301097	301198	+	YNCO0011W	YNCO0011W
chrXV	301380	303035	-	HRD1	YOL013C
chrXV	303579	303983	-	HTZ1	YOL012C
chrXV	305349	307409	+	PLB3	YOL011W
chrXV	307938	309041	+	RCL1	YOL010W
chrXV	309324	310139	-	MDM12	YOL009C
chrXV	310312	310935	+	COQ10	YOL008W
chrXV	311342	312367	-	CSI2	YOL007C
chrXV	313078	315387	-	TOP1	YOL006C
chrXV	315813	316175	-	RPB11	YOL005C
chrXV	316938	321548	+	SIN3	YOL004W
chrXV	321858	322994	-	PFA4	YOL003C
chrXV	323411	324364	-	IZH2	YOL002C
chrXV	325249	326130	+	PHO80	YOL001W
chrXV	326832	329033	+	RRP6	YOR001W
chrXV	329417	331051	+	ALG6	YOR002W
chrXV	331455	332891	+	YSP3	YOR003W
chrXV	333592	334356	+	UTP23	YOR004W
chrXV	334509	337343	-	DNL4	YOR005C
chrXV	337680	338621	-	TSR3	YOR006C
chrXV	338938	339978	-	SGT2	YOR007C
chrXV	340299	340371	-	YNCO0012C	YNCO0012C
chrXV	341278	342414	-	SLG1	YOR008C
chrXV	342857	343081	-	YOR008C-A	YOR008C-A
chrXV	344335	345798	+	TIR4	YOR009W
chrXV	346195	346950	-	TIR2	YOR010C
chrXV	349679	353863	+	AUS1	YOR011W
chrXV	354041	354113	-	YNCO0013C	YNCO0013C
chrXV	355652	355858	+	YOR011W-A	YOR011W-A
chrXV	356543	356956	+	YOR012W	YOR012W
chrXV	357674	359947	+	RTS1	YOR014W
chrXV	359993	360352	+	YOR015W	YOR015W
chrXV	360461	361084	-	ERP4	YOR016C
chrXV	361412	363814	+	PET127	YOR017W
chrXV	364369	366882	+	ROD1	YOR018W
chrXV	368127	370319	+	YOR019W	YOR019W
chrXV	370524	370844	-	HSP10	YOR020C
chrXV	371685	371957	+	MCO10	YOR020W-A
chrXV	372798	373439	-	SFM1	YOR021C
chrXV	373710	375857	-	DDL1	YOR022C
chrXV	376012	377712	-	AHC1	YOR023C
chrXV	378219	379562	+	HST3	YOR025W
chrXV	379781	380806	+	BUB3	YOR026W
chrXV	381053	382822	+	STI1	YOR027W
chrXV	383533	384420	-	CIN5	YOR028C
chrXV	384600	384935	+	YOR029W	YOR029W
chrXV	386825	388684	+	DFG16	YOR030W
chrXV	389213	389422	+	CRS5	YOR031W
chrXV	389771	391075	-	HMS1	YOR032C
chrXV	392176	392376	+	YOR032W-A	YOR032W-A
chrXV	392416	394524	-	EXO1	YOR033C
chrXV	394837	397086	-	AKR2	YOR034C
chrXV	397426	397668	-	YOR034C-A	YOR034C-A
chrXV	397735	400104	-	SHE4	YOR035C
chrXV	400348	401214	+	PEP12	YOR036W
chrXV	401555	402655	+	CYC2	YOR037W
chrXV	402761	405388	-	HIR2	YOR038C
chrXV	405768	406544	+	CKB2	YOR039W
chrXV	407064	407921	+	GLO4	YOR040W
chrXV	407948	408134	-	SNR9	YNCO0014C
chrXV	408425	409660	+	CUE5	YOR042W
chrXV	409765	409864	-	SNR62	YNCO0015C
chrXV	410870	412330	+	WHI2	YOR043W
chrXV	413007	413480	+	IRC23	YOR044W
chrXV	413852	414037	+	TOM6	YOR045W
chrXV	414459	415907	-	DBP5	YOR046C
chrXV	416347	417681	-	STD1	YOR047C
chrXV	418630	421650	-	RAT1	YOR048C
chrXV	422668	423732	-	RSB1	YOR049C
chrXV	424846	426084	-	ETT1	YOR051C
chrXV	426772	427224	-	TMC1	YOR052C
chrXV	427833	429857	-	VHS3	YOR054C
chrXV	430247	431626	-	NOB1	YOR056C
chrXV	432186	433373	+	SGT1	YOR057W
chrXV	433688	436345	-	ASE1	YOR058C
chrXV	438643	438738	+	YNCO0016W	YNCO0016W
chrXV	438906	440258	-	LPL1	YOR059C
chrXV	440390	441163	-	SLD7	YOR060C
chrXV	441534	442553	+	CKA2	YOR061W
chrXV	442725	443531	-	YOR062C	YOR062C
chrXV	444686	445849	+	RPL3	YOR063W
chrXV	446079	446738	-	YNG1	YOR064C
chrXV	447439	448368	+	CYT1	YOR065W
chrXV	449436	451325	+	MSA1	YOR066W
chrXV	451729	453462	-	ALG8	YOR067C
chrXV	453768	455795	+	VPS5	YOR069W
chrXV	453869	454213	-	VAM10	YOR068C
chrXV	455907	457820	-	GYP1	YOR070C
chrXV	459480	461276	-	NRT1	YOR071C
chrXV	461502	461816	+	YOR072W	YOR072W
chrXV	464450	464551	+	SUF11	YNCO0017W
chrXV	464469	464630	+	YOR072W-B	YOR072W-B
chrXV	464771	466543	+	SGO1	YOR073W
chrXV	466675	467589	-	CDC21	YOR074C
chrXV	468212	469252	+	UFE1	YOR075W
chrXV	469377	471620	-	SKI7	YOR076C
chrXV	471899	472597	+	RTS2	YOR077W
chrXV	472725	473369	+	BUD21	YOR078W
chrXV	473475	474416	-	ATX2	YOR079C
chrXV	474594	476792	+	DIA2	YOR080W
chrXV	476939	479188	-	TGL5	YOR081C
chrXV	479533	480420	+	WHI5	YOR083W
chrXV	480587	481750	+	LPX1	YOR084W
chrXV	482033	483085	+	OST3	YOR085W
chrXV	483219	486779	-	TCB1	YOR086C
chrXV	487439	487512	+	YNCO0018W	YNCO0018W
chrXV	487707	489734	+	YVC1	YOR087W
chrXV	490196	490828	-	VPS21	YOR089C
chrXV	491123	492841	-	PTC5	YOR090C
chrXV	493433	494470	+	TMA46	YOR091W
chrXV	495127	496968	+	ECM3	YOR092W
chrXV	497506	502452	-	CMR2	YOR093C
chrXV	502795	503346	+	ARF3	YOR094W
chrXV	503552	504328	-	RKI1	YOR095C
chrXV	505794	506767	+	RPS7A	YOR096W
chrXV	506978	507505	-	YOR097C	YOR097C
chrXV	507948	511178	-	NUP1	YOR098C
chrXV	511825	513006	+	KTR1	YOR099W
chrXV	513295	514278	-	CRC1	YOR100C
chrXV	515244	516173	+	RAS1	YOR101W
chrXV	516449	516841	-	OST2	YOR103C
chrXV	517642	518490	+	PIN2	YOR104W
chrXV	518195	518521	+	YOR105W	YOR105W
chrXV	519121	519972	+	VAM3	YOR106W
chrXV	521353	522282	+	RGS2	YOR107W
chrXV	523027	524841	+	LEU9	YOR108W
chrXV	525278	528601	+	INP53	YOR109W
chrXV	528941	530248	+	TFC7	YOR110W
chrXV	530429	531127	+	YOR111W	YOR111W
chrXV	531508	533793	+	CEX1	YOR112W
chrXV	534075	536819	+	AZF1	YOR113W
chrXV	537570	538454	+	DPI34	YOR114W
chrXV	538659	539465	-	TRS33	YOR115C
chrXV	539763	544145	-	RPO31	YOR116C
chrXV	545029	546333	+	RPT5	YOR117W
chrXV	546857	548560	+	RTC5	YOR118W
chrXV	548792	550246	-	RIO1	YOR119C
chrXV	551114	552052	+	GCY1	YOR120W
chrXV	552298	552887	-	PFY1	YOR122C
chrXV	553176	554570	-	LEO1	YOR123C
chrXV	554824	558642	-	UBP2	YOR124C
chrXV	559030	559731	-	CAT5	YOR125C
chrXV	559961	560677	-	IAH1	YOR126C
chrXV	561170	564193	+	RGA1	YOR127W
chrXV	564476	566191	-	ADE2	YOR128C
chrXV	566877	569558	-	AFI1	YOR129C
chrXV	569929	570807	-	ORT1	YOR130C
chrXV	571958	572029	+	YNCO0019W	YNCO0019W
chrXV	572182	572838	-	YOR131C	YOR131C
chrXV	573175	574830	+	VPS17	YOR132W
chrXV	575098	577626	+	EFT1	YOR133W
chrXV	578564	579793	+	BAG7	YOR134W
chrXV	580250	581359	+	IDH2	YOR136W
chrXV	581813	583681	-	SIA1	YOR137C
chrXV	584309	586324	-	RUP1	YOR138C
chrXV	586981	589281	+	SFL1	YOR140W
chrXV	589942	592587	-	ARP8	YOR141C
chrXV	593057	594046	+	LSC1	YOR142W
chrXV	594354	594425	-	SUF5	YNCO0020C
chrXV	595112	600380	+	YOR142W-B	YOR142W-B
chrXV	595112	596434	+	YOR142W-A	YOR142W-A
chrXV	601383	602342	-	THI80	YOR143C
chrXV	602717	605092	-	ELG1	YOR144C
chrXV	605347	606171	-	PNO1	YOR145C
chrXV	606607	608475	+	MDM32	YOR147W
chrXV	608640	609197	-	SPP2	YOR148C
chrXV	609838	611388	-	SMP3	YOR149C
chrXV	611999	612490	+	MRPL23	YOR150W
chrXV	612997	616671	-	RPB2	YOR151C
chrXV	617518	618288	-	ATG40	YOR152C
chrXV	619840	624375	+	PDR5	YOR153W
chrXV	624729	626492	+	SLP1	YOR154W
chrXV	626628	627980	-	ISN1	YOR155C
chrXV	628360	630540	-	NFI1	YOR156C
chrXV	630966	631751	-	PUP1	YOR157C
chrXV	632164	633120	+	PET123	YOR158W
chrXV	633282	633566	-	SME1	YOR159C
chrXV	633839	636757	+	MTR10	YOR160W
chrXV	636939	638558	-	PNS1	YOR161C
chrXV	639121	639267	-	YOR161C-C	YOR161C-C
chrXV	639560	641992	-	YRR1	YOR162C
chrXV	642741	643307	+	DDP1	YOR163W
chrXV	643394	644332	-	GET4	YOR164C
chrXV	644566	646896	+	SEY1	YOR165W
chrXV	647126	648502	-	SWT1	YOR166C
chrXV	648804	649007	-	RPS28A	YOR167C
chrXV	649303	651732	+	GLN4	YOR168W
chrXV	652010	653884	-	LCB4	YOR171C
chrXV	654210	656570	+	YRM1	YOR172W
chrXV	657264	658325	+	DCS2	YOR173W
chrXV	658747	659601	+	MED4	YOR174W
chrXV	659815	661674	-	ALE1	YOR175C
chrXV	662401	663582	+	HEM15	YOR176W
chrXV	663812	663885	-	YNCO0021C	YNCO0021C
chrXV	665785	667179	-	MPC54	YOR177C
chrXV	667860	670241	-	GAC1	YOR178C
chrXV	671845	672411	-	SYC1	YOR179C
chrXV	674352	675167	-	DCI1	YOR180C
chrXV	675939	677840	+	LAS17	YOR181W
chrXV	678191	678793	-	RPS30B	YOR182C
chrXV	678872	679261	+	FYV12	YOR183W
chrXV	679357	680544	+	SER1	YOR184W
chrXV	680685	680866	-	SNR36	YNCO0022C
chrXV	681444	682106	-	GSP2	YOR185C
chrXV	683111	683545	+	YOR186W	YOR186W
chrXV	684030	685343	+	TUF1	YOR187W
chrXV	685767	689180	+	MSB1	YOR188W
chrXV	689624	689974	+	IES4	YOR189W
